line,31
lv_main/0_nodes,5
lv_main/0_edges,4
lv_philo/2_nodes,6
lv_philo/2_edges,6
lv_fork/0_nodes,3
lv_fork/0_edges,3
gv_nodes,29
gv_edges,44
