line,33
lv_main/0_nodes,6
lv_main/0_edges,7
lv_agent/2_nodes,6
lv_agent/2_edges,6
lv_seats/1_nodes,4
lv_seats/1_edges,5
gv_nodes,18
gv_edges,34
