line,21
lv_anonfun_10_nodes,2
lv_anonfun_10_edges,1
lv_recv/0_nodes,2
lv_recv/0_edges,1
lv_anonfun_15_nodes,2
lv_anonfun_15_edges,1
lv_greet/0_nodes,7
lv_greet/0_edges,6
gv_nodes,10
gv_edges,14
