line,57
lv_main/0_nodes,15
lv_main/0_edges,16
lv_c/0_nodes,8
lv_c/0_edges,8
lv_b/0_nodes,8
lv_b/0_edges,8
lv_a/0_nodes,8
lv_a/0_edges,8
gv_nodes,148
gv_edges,210
