line,24
lv_dummy/1_nodes,3
lv_dummy/1_edges,3
lv_main/0_nodes,5
lv_main/0_edges,6
lv_sendrecv/1_nodes,3
lv_sendrecv/1_edges,2
gv_nodes,3
gv_edges,3
