line,32
lv_spawn_process/0_nodes,3
lv_spawn_process/0_edges,2
lv_tac_loop/0_nodes,4
lv_tac_loop/0_edges,4
lv_start/0_nodes,4
lv_start/0_edges,3
lv_tic_loop/0_nodes,4
lv_tic_loop/0_edges,4
gv_nodes,5
gv_edges,5
