line,22
lv_main/0_nodes,6
lv_main/0_edges,5
lv_dummy/0_nodes,6
lv_dummy/0_edges,5
lv_test/0_nodes,1
lv_test/0_edges,0
gv_nodes,9
gv_edges,8
