line,46
lv_random/0_nodes,6
lv_random/0_edges,6
lv_spawn_process/0_nodes,5
lv_spawn_process/0_edges,4
lv_tac_loop/0_nodes,9
lv_tac_loop/0_edges,10
lv_start/0_nodes,8
lv_start/0_edges,7
lv_tic_loop/0_nodes,7
lv_tic_loop/0_edges,7
gv_nodes,19
gv_edges,27
